"name","id","properties"
"AzureMonitor.UKSouth2","AzureMonitor.UKSouth2","@{changeNumber=3; region=uksouth2; regionId=30; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureMonitor.UKWest","AzureMonitor.UKWest","@{changeNumber=6; region=ukwest; regionId=28; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureMonitor.WestCentralUS","AzureMonitor.WestCentralUS","@{changeNumber=6; region=westcentralus; regionId=36; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureMonitor.WestEurope","AzureMonitor.WestEurope","@{changeNumber=7; region=westeurope; regionId=18; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureMonitor.WestIndia","AzureMonitor.WestIndia","@{changeNumber=4; region=westindia; regionId=23; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureMonitor.WestUS","AzureMonitor.WestUS","@{changeNumber=7; region=westus; regionId=37; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureMonitor.WestUS2","AzureMonitor.WestUS2","@{changeNumber=7; region=westus2; regionId=38; platform=Azure; systemService=AzureMonitor; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.AustraliaCentral","AzureOpenDatasets.AustraliaCentral","@{changeNumber=1; region=australiacentral; regionId=58; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.AustraliaCentral2","AzureOpenDatasets.AustraliaCentral2","@{changeNumber=1; region=australiacentral2; regionId=59; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.AustraliaEast","AzureOpenDatasets.AustraliaEast","@{changeNumber=1; region=australiaeast; regionId=3; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.AustraliaSoutheast","AzureOpenDatasets.AustraliaSoutheast","@{changeNumber=1; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.BrazilSouth","AzureOpenDatasets.BrazilSouth","@{changeNumber=1; region=brazilsouth; regionId=9; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.CanadaCentral","AzureOpenDatasets.CanadaCentral","@{changeNumber=1; region=canadacentral; regionId=11; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.CanadaEast","AzureOpenDatasets.CanadaEast","@{changeNumber=1; region=canadaeast; regionId=12; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.CentralIndia","AzureOpenDatasets.CentralIndia","@{changeNumber=1; region=centralindia; regionId=21; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.CentralUS","AzureOpenDatasets.CentralUS","@{changeNumber=1; region=centralus; regionId=31; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.CentralUSEUAP","AzureOpenDatasets.CentralUSEUAP","@{changeNumber=1; region=centraluseuap; regionId=48; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.EastAsia","AzureOpenDatasets.EastAsia","@{changeNumber=1; region=eastasia; regionId=1; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.EastUS","AzureOpenDatasets.EastUS","@{changeNumber=1; region=eastus; regionId=32; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.EastUS2","AzureOpenDatasets.EastUS2","@{changeNumber=1; region=eastus2; regionId=33; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.EastUS2EUAP","AzureOpenDatasets.EastUS2EUAP","@{changeNumber=1; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.FranceCentral","AzureOpenDatasets.FranceCentral","@{changeNumber=1; region=centralfrance; regionId=19; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.FranceSouth","AzureOpenDatasets.FranceSouth","@{changeNumber=1; region=southfrance; regionId=20; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.GermanyNorth","AzureOpenDatasets.GermanyNorth","@{changeNumber=1; region=germanyn; regionId=72; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.GermanyWestCentral","AzureOpenDatasets.GermanyWestCentral","@{changeNumber=1; region=germanywc; regionId=71; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.JapanEast","AzureOpenDatasets.JapanEast","@{changeNumber=1; region=japaneast; regionId=24; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.JapanWest","AzureOpenDatasets.JapanWest","@{changeNumber=1; region=japanwest; regionId=25; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.KoreaCentral","AzureOpenDatasets.KoreaCentral","@{changeNumber=1; region=koreacentral; regionId=26; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.KoreaSouth","AzureOpenDatasets.KoreaSouth","@{changeNumber=1; region=koreasouth; regionId=50; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.NorthCentralUS","AzureOpenDatasets.NorthCentralUS","@{changeNumber=1; region=northcentralus; regionId=34; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.NorthEurope","AzureOpenDatasets.NorthEurope","@{changeNumber=1; region=northeurope; regionId=17; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.NorwayEast","AzureOpenDatasets.NorwayEast","@{changeNumber=1; region=norwaye; regionId=63; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.NorwayWest","AzureOpenDatasets.NorwayWest","@{changeNumber=1; region=norwayw; regionId=74; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SouthAfricaNorth","AzureOpenDatasets.SouthAfricaNorth","@{changeNumber=1; region=southafricanorth; regionId=82; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SouthAfricaWest","AzureOpenDatasets.SouthAfricaWest","@{changeNumber=1; region=southafricawest; regionId=83; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SouthCentralUS","AzureOpenDatasets.SouthCentralUS","@{changeNumber=1; region=southcentralus; regionId=35; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SouthIndia","AzureOpenDatasets.SouthIndia","@{changeNumber=1; region=southindia; regionId=22; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SoutheastAsia","AzureOpenDatasets.SoutheastAsia","@{changeNumber=1; region=southeastasia; regionId=2; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SwitzerlandNorth","AzureOpenDatasets.SwitzerlandNorth","@{changeNumber=1; region=switzerlandn; regionId=66; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.SwitzerlandWest","AzureOpenDatasets.SwitzerlandWest","@{changeNumber=1; region=switzerlandw; regionId=67; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.UAECentral","AzureOpenDatasets.UAECentral","@{changeNumber=1; region=uaecentral; regionId=61; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.UAENorth","AzureOpenDatasets.UAENorth","@{changeNumber=1; region=uaenorth; regionId=60; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.UKNorth","AzureOpenDatasets.UKNorth","@{changeNumber=1; region=uknorth; regionId=29; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.UKSouth","AzureOpenDatasets.UKSouth","@{changeNumber=1; region=uksouth; regionId=27; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.UKSouth2","AzureOpenDatasets.UKSouth2","@{changeNumber=1; region=uksouth2; regionId=30; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.UKWest","AzureOpenDatasets.UKWest","@{changeNumber=1; region=ukwest; regionId=28; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.WestCentralUS","AzureOpenDatasets.WestCentralUS","@{changeNumber=1; region=westcentralus; regionId=36; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.WestEurope","AzureOpenDatasets.WestEurope","@{changeNumber=1; region=westeurope; regionId=18; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureOpenDatasets.WestIndia","AzureOpenDatasets.WestIndia","@{changeNumber=1; region=westindia; regionId=23; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.WestUS","AzureOpenDatasets.WestUS","@{changeNumber=1; region=westus; regionId=37; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureOpenDatasets.WestUS2","AzureOpenDatasets.WestUS2","@{changeNumber=1; region=westus2; regionId=38; platform=Azure; systemService=AzureOpenDatasets; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.AustraliaCentral","AzurePortal.AustraliaCentral","@{changeNumber=2; region=australiacentral; regionId=58; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.AustraliaCentral2","AzurePortal.AustraliaCentral2","@{changeNumber=2; region=australiacentral2; regionId=59; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.AustraliaEast","AzurePortal.AustraliaEast","@{changeNumber=2; region=australiaeast; regionId=3; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.AustraliaSoutheast","AzurePortal.AustraliaSoutheast","@{changeNumber=2; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.BrazilSouth","AzurePortal.BrazilSouth","@{changeNumber=2; region=brazilsouth; regionId=9; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.BrazilSoutheast","AzurePortal.BrazilSoutheast","@{changeNumber=2; region=brazilse; regionId=77; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.CanadaCentral","AzurePortal.CanadaCentral","@{changeNumber=3; region=canadacentral; regionId=11; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.CanadaEast","AzurePortal.CanadaEast","@{changeNumber=2; region=canadaeast; regionId=12; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.CentralIndia","AzurePortal.CentralIndia","@{changeNumber=2; region=centralindia; regionId=21; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.CentralUS","AzurePortal.CentralUS","@{changeNumber=2; region=centralus; regionId=31; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.CentralUSEUAP","AzurePortal.CentralUSEUAP","@{changeNumber=2; region=centraluseuap; regionId=48; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.EastAsia","AzurePortal.EastAsia","@{changeNumber=2; region=eastasia; regionId=1; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.EastUS","AzurePortal.EastUS","@{changeNumber=2; region=eastus; regionId=32; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.EastUS2","AzurePortal.EastUS2","@{changeNumber=2; region=eastus2; regionId=33; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.EastUS2EUAP","AzurePortal.EastUS2EUAP","@{changeNumber=2; region=eastus2euap; regionId=49; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.FranceCentral","AzurePortal.FranceCentral","@{changeNumber=2; region=centralfrance; regionId=19; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.FranceSouth","AzurePortal.FranceSouth","@{changeNumber=2; region=southfrance; regionId=20; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.GermanyNorth","AzurePortal.GermanyNorth","@{changeNumber=2; region=germanyn; regionId=72; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.GermanyWestCentral","AzurePortal.GermanyWestCentral","@{changeNumber=2; region=germanywc; regionId=71; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.JapanEast","AzurePortal.JapanEast","@{changeNumber=2; region=japaneast; regionId=24; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.JapanWest","AzurePortal.JapanWest","@{changeNumber=2; region=japanwest; regionId=25; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.KoreaCentral","AzurePortal.KoreaCentral","@{changeNumber=2; region=koreacentral; regionId=26; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.KoreaSouth","AzurePortal.KoreaSouth","@{changeNumber=2; region=koreasouth; regionId=50; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.NorthCentralUS","AzurePortal.NorthCentralUS","@{changeNumber=2; region=northcentralus; regionId=34; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.NorthEurope","AzurePortal.NorthEurope","@{changeNumber=2; region=northeurope; regionId=17; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.NorwayEast","AzurePortal.NorwayEast","@{changeNumber=2; region=norwaye; regionId=63; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.NorwayWest","AzurePortal.NorwayWest","@{changeNumber=2; region=norwayw; regionId=74; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.SouthAfricaNorth","AzurePortal.SouthAfricaNorth","@{changeNumber=2; region=southafricanorth; regionId=82; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.SouthAfricaWest","AzurePortal.SouthAfricaWest","@{changeNumber=2; region=southafricawest; regionId=83; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.SouthCentralUS","AzurePortal.SouthCentralUS","@{changeNumber=2; region=southcentralus; regionId=35; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.SouthIndia","AzurePortal.SouthIndia","@{changeNumber=2; region=southindia; regionId=22; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.SoutheastAsia","AzurePortal.SoutheastAsia","@{changeNumber=2; region=southeastasia; regionId=2; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzurePortal.SwitzerlandNorth","AzurePortal.SwitzerlandNorth","@{changeNumber=2; region=switzerlandn; regionId=66; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.SwitzerlandWest","AzurePortal.SwitzerlandWest","@{changeNumber=2; region=switzerlandw; regionId=67; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UAECentral","AzurePortal.UAECentral","@{changeNumber=2; region=uaecentral; regionId=61; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UAENorth","AzurePortal.UAENorth","@{changeNumber=2; region=uaenorth; regionId=60; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UKNorth","AzurePortal.UKNorth","@{changeNumber=2; region=uknorth; regionId=29; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UKSouth","AzurePortal.UKSouth","@{changeNumber=2; region=uksouth; regionId=27; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UKSouth2","AzurePortal.UKSouth2","@{changeNumber=2; region=uksouth2; regionId=30; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.UKWest","AzurePortal.UKWest","@{changeNumber=2; region=ukwest; regionId=28; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.WestCentralUS","AzurePortal.WestCentralUS","@{changeNumber=2; region=westcentralus; regionId=36; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.WestEurope","AzurePortal.WestEurope","@{changeNumber=2; region=westeurope; regionId=18; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.WestIndia","AzurePortal.WestIndia","@{changeNumber=2; region=westindia; regionId=23; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.WestUS","AzurePortal.WestUS","@{changeNumber=2; region=westus; regionId=37; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzurePortal.WestUS2","AzurePortal.WestUS2","@{changeNumber=2; region=westus2; regionId=38; platform=Azure; systemService=AzurePortal; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.AustraliaCentral","AzureResourceManager.AustraliaCentral","@{changeNumber=3; region=australiacentral; regionId=58; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.AustraliaCentral2","AzureResourceManager.AustraliaCentral2","@{changeNumber=3; region=australiacentral2; regionId=59; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.AustraliaEast","AzureResourceManager.AustraliaEast","@{changeNumber=3; region=australiaeast; regionId=3; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.AustraliaSoutheast","AzureResourceManager.AustraliaSoutheast","@{changeNumber=3; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.BrazilSouth","AzureResourceManager.BrazilSouth","@{changeNumber=3; region=brazilsouth; regionId=9; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.BrazilSoutheast","AzureResourceManager.BrazilSoutheast","@{changeNumber=2; region=brazilse; regionId=77; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.CanadaCentral","AzureResourceManager.CanadaCentral","@{changeNumber=3; region=canadacentral; regionId=11; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.CanadaEast","AzureResourceManager.CanadaEast","@{changeNumber=3; region=canadaeast; regionId=12; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.CentralIndia","AzureResourceManager.CentralIndia","@{changeNumber=3; region=centralindia; regionId=21; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.CentralUS","AzureResourceManager.CentralUS","@{changeNumber=4; region=centralus; regionId=31; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.CentralUSEUAP","AzureResourceManager.CentralUSEUAP","@{changeNumber=3; region=centraluseuap; regionId=48; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.EastAsia","AzureResourceManager.EastAsia","@{changeNumber=3; region=eastasia; regionId=1; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.EastUS","AzureResourceManager.EastUS","@{changeNumber=3; region=eastus; regionId=32; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.EastUS2","AzureResourceManager.EastUS2","@{changeNumber=3; region=eastus2; regionId=33; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.EastUS2EUAP","AzureResourceManager.EastUS2EUAP","@{changeNumber=3; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.FranceCentral","AzureResourceManager.FranceCentral","@{changeNumber=3; region=centralfrance; regionId=19; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.FranceSouth","AzureResourceManager.FranceSouth","@{changeNumber=3; region=southfrance; regionId=20; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.GermanyNorth","AzureResourceManager.GermanyNorth","@{changeNumber=3; region=germanyn; regionId=72; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.GermanyWestCentral","AzureResourceManager.GermanyWestCentral","@{changeNumber=3; region=germanywc; regionId=71; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.JapanEast","AzureResourceManager.JapanEast","@{changeNumber=3; region=japaneast; regionId=24; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.JapanWest","AzureResourceManager.JapanWest","@{changeNumber=3; region=japanwest; regionId=25; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.KoreaCentral","AzureResourceManager.KoreaCentral","@{changeNumber=3; region=koreacentral; regionId=26; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.KoreaSouth","AzureResourceManager.KoreaSouth","@{changeNumber=2; region=koreasouth; regionId=50; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.NorthCentralUS","AzureResourceManager.NorthCentralUS","@{changeNumber=3; region=northcentralus; regionId=34; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.NorthEurope","AzureResourceManager.NorthEurope","@{changeNumber=4; region=northeurope; regionId=17; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.NorwayEast","AzureResourceManager.NorwayEast","@{changeNumber=3; region=norwaye; regionId=63; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.NorwayWest","AzureResourceManager.NorwayWest","@{changeNumber=3; region=norwayw; regionId=74; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.SouthAfricaNorth","AzureResourceManager.SouthAfricaNorth","@{changeNumber=3; region=southafricanorth; regionId=82; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.SouthAfricaWest","AzureResourceManager.SouthAfricaWest","@{changeNumber=3; region=southafricawest; regionId=83; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.SouthCentralUS","AzureResourceManager.SouthCentralUS","@{changeNumber=3; region=southcentralus; regionId=35; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.SouthIndia","AzureResourceManager.SouthIndia","@{changeNumber=3; region=southindia; regionId=22; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.SoutheastAsia","AzureResourceManager.SoutheastAsia","@{changeNumber=3; region=southeastasia; regionId=2; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.SwitzerlandNorth","AzureResourceManager.SwitzerlandNorth","@{changeNumber=3; region=switzerlandn; regionId=66; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.SwitzerlandWest","AzureResourceManager.SwitzerlandWest","@{changeNumber=3; region=switzerlandw; regionId=67; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureResourceManager.UAECentral","AzureResourceManager.UAECentral","@{changeNumber=3; region=uaecentral; regionId=61; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.UAENorth","AzureResourceManager.UAENorth","@{changeNumber=3; region=uaenorth; regionId=60; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.UKNorth","AzureResourceManager.UKNorth","@{changeNumber=2; region=uknorth; regionId=29; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureResourceManager.UKSouth","AzureResourceManager.UKSouth","@{changeNumber=3; region=uksouth; regionId=27; platform=Azure; systemService=AzureResourceManager; addressPrefixes=System.Object[]; networkFeatures=}"
