"name","id","properties"
"AzureCosmosDB.EastUS2","AzureCosmosDB.EastUS2","@{changeNumber=4; region=eastus2; regionId=33; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.EastUS2EUAP","AzureCosmosDB.EastUS2EUAP","@{changeNumber=3; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.FranceCentral","AzureCosmosDB.FranceCentral","@{changeNumber=3; region=centralfrance; regionId=19; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.FranceSouth","AzureCosmosDB.FranceSouth","@{changeNumber=3; region=southfrance; regionId=20; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.GermanyNorth","AzureCosmosDB.GermanyNorth","@{changeNumber=3; region=germanyn; regionId=72; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.GermanyWestCentral","AzureCosmosDB.GermanyWestCentral","@{changeNumber=3; region=germanywc; regionId=71; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.JapanEast","AzureCosmosDB.JapanEast","@{changeNumber=3; region=japaneast; regionId=24; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.JapanWest","AzureCosmosDB.JapanWest","@{changeNumber=3; region=japanwest; regionId=25; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.KoreaCentral","AzureCosmosDB.KoreaCentral","@{changeNumber=4; region=koreacentral; regionId=26; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.KoreaSouth","AzureCosmosDB.KoreaSouth","@{changeNumber=2; region=koreasouth; regionId=50; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.NorthCentralUS","AzureCosmosDB.NorthCentralUS","@{changeNumber=3; region=northcentralus; regionId=34; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.NorthEurope","AzureCosmosDB.NorthEurope","@{changeNumber=4; region=northeurope; regionId=17; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.NorwayEast","AzureCosmosDB.NorwayEast","@{changeNumber=3; region=norwaye; regionId=63; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.NorwayWest","AzureCosmosDB.NorwayWest","@{changeNumber=3; region=norwayw; regionId=74; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SouthAfricaNorth","AzureCosmosDB.SouthAfricaNorth","@{changeNumber=3; region=southafricanorth; regionId=82; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SouthAfricaWest","AzureCosmosDB.SouthAfricaWest","@{changeNumber=3; region=southafricawest; regionId=83; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SouthCentralUS","AzureCosmosDB.SouthCentralUS","@{changeNumber=4; region=southcentralus; regionId=35; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SouthIndia","AzureCosmosDB.SouthIndia","@{changeNumber=3; region=southindia; regionId=22; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SoutheastAsia","AzureCosmosDB.SoutheastAsia","@{changeNumber=3; region=southeastasia; regionId=2; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SwitzerlandNorth","AzureCosmosDB.SwitzerlandNorth","@{changeNumber=3; region=switzerlandn; regionId=66; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.SwitzerlandWest","AzureCosmosDB.SwitzerlandWest","@{changeNumber=3; region=switzerlandw; regionId=67; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.UAECentral","AzureCosmosDB.UAECentral","@{changeNumber=3; region=uaecentral; regionId=61; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.UAENorth","AzureCosmosDB.UAENorth","@{changeNumber=4; region=uaenorth; regionId=60; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.UKNorth","AzureCosmosDB.UKNorth","@{changeNumber=2; region=uknorth; regionId=29; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureCosmosDB.UKSouth","AzureCosmosDB.UKSouth","@{changeNumber=3; region=uksouth; regionId=27; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.UKSouth2","AzureCosmosDB.UKSouth2","@{changeNumber=2; region=uksouth2; regionId=30; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureCosmosDB.UKWest","AzureCosmosDB.UKWest","@{changeNumber=3; region=ukwest; regionId=28; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.WestCentralUS","AzureCosmosDB.WestCentralUS","@{changeNumber=3; region=westcentralus; regionId=36; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.WestEurope","AzureCosmosDB.WestEurope","@{changeNumber=4; region=westeurope; regionId=18; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.WestIndia","AzureCosmosDB.WestIndia","@{changeNumber=3; region=westindia; regionId=23; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.WestUS","AzureCosmosDB.WestUS","@{changeNumber=4; region=westus; regionId=37; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureCosmosDB.WestUS2","AzureCosmosDB.WestUS2","@{changeNumber=3; region=westus2; regionId=38; platform=Azure; systemService=AzureCosmosDB; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.AustraliaCentral","AzureDataExplorerManagement.AustraliaCentral","@{changeNumber=2; region=australiacentral; regionId=58; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.AustraliaCentral2","AzureDataExplorerManagement.AustraliaCentral2","@{changeNumber=2; region=australiacentral2; regionId=59; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.AustraliaEast","AzureDataExplorerManagement.AustraliaEast","@{changeNumber=2; region=australiaeast; regionId=3; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.AustraliaSoutheast","AzureDataExplorerManagement.AustraliaSoutheast","@{changeNumber=2; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.BrazilSouth","AzureDataExplorerManagement.BrazilSouth","@{changeNumber=2; region=brazilsouth; regionId=9; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.BrazilSoutheast","AzureDataExplorerManagement.BrazilSoutheast","@{changeNumber=2; region=brazilse; regionId=77; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.CanadaCentral","AzureDataExplorerManagement.CanadaCentral","@{changeNumber=2; region=canadacentral; regionId=11; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.CanadaEast","AzureDataExplorerManagement.CanadaEast","@{changeNumber=2; region=canadaeast; regionId=12; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.CentralIndia","AzureDataExplorerManagement.CentralIndia","@{changeNumber=2; region=centralindia; regionId=21; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.CentralUS","AzureDataExplorerManagement.CentralUS","@{changeNumber=2; region=centralus; regionId=31; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.CentralUSEUAP","AzureDataExplorerManagement.CentralUSEUAP","@{changeNumber=2; region=centraluseuap; regionId=48; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.EastAsia","AzureDataExplorerManagement.EastAsia","@{changeNumber=2; region=eastasia; regionId=1; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.EastUS","AzureDataExplorerManagement.EastUS","@{changeNumber=2; region=eastus; regionId=32; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.EastUS2","AzureDataExplorerManagement.EastUS2","@{changeNumber=2; region=eastus2; regionId=33; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.EastUS2EUAP","AzureDataExplorerManagement.EastUS2EUAP","@{changeNumber=2; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.FranceCentral","AzureDataExplorerManagement.FranceCentral","@{changeNumber=2; region=centralfrance; regionId=19; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.FranceSouth","AzureDataExplorerManagement.FranceSouth","@{changeNumber=2; region=southfrance; regionId=20; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.GermanyNorth","AzureDataExplorerManagement.GermanyNorth","@{changeNumber=2; region=germanyn; regionId=72; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.GermanyWestCentral","AzureDataExplorerManagement.GermanyWestCentral","@{changeNumber=2; region=germanywc; regionId=71; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.JapanEast","AzureDataExplorerManagement.JapanEast","@{changeNumber=2; region=japaneast; regionId=24; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.JapanWest","AzureDataExplorerManagement.JapanWest","@{changeNumber=2; region=japanwest; regionId=25; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.KoreaCentral","AzureDataExplorerManagement.KoreaCentral","@{changeNumber=2; region=koreacentral; regionId=26; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.KoreaSouth","AzureDataExplorerManagement.KoreaSouth","@{changeNumber=1; region=koreasouth; regionId=50; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.NorthCentralUS","AzureDataExplorerManagement.NorthCentralUS","@{changeNumber=2; region=northcentralus; regionId=34; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.NorthEurope","AzureDataExplorerManagement.NorthEurope","@{changeNumber=2; region=northeurope; regionId=17; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.NorwayEast","AzureDataExplorerManagement.NorwayEast","@{changeNumber=2; region=norwaye; regionId=63; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.NorwayWest","AzureDataExplorerManagement.NorwayWest","@{changeNumber=2; region=norwayw; regionId=74; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SouthAfricaNorth","AzureDataExplorerManagement.SouthAfricaNorth","@{changeNumber=2; region=southafricanorth; regionId=82; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SouthAfricaWest","AzureDataExplorerManagement.SouthAfricaWest","@{changeNumber=2; region=southafricawest; regionId=83; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SouthCentralUS","AzureDataExplorerManagement.SouthCentralUS","@{changeNumber=2; region=southcentralus; regionId=35; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SouthIndia","AzureDataExplorerManagement.SouthIndia","@{changeNumber=2; region=southindia; regionId=22; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.SoutheastAsia","AzureDataExplorerManagement.SoutheastAsia","@{changeNumber=2; region=southeastasia; regionId=2; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SwitzerlandNorth","AzureDataExplorerManagement.SwitzerlandNorth","@{changeNumber=2; region=switzerlandn; regionId=66; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.SwitzerlandWest","AzureDataExplorerManagement.SwitzerlandWest","@{changeNumber=2; region=switzerlandw; regionId=67; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UAECentral","AzureDataExplorerManagement.UAECentral","@{changeNumber=1; region=uaecentral; regionId=61; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UAENorth","AzureDataExplorerManagement.UAENorth","@{changeNumber=2; region=uaenorth; regionId=60; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UKNorth","AzureDataExplorerManagement.UKNorth","@{changeNumber=2; region=uknorth; regionId=29; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UKSouth","AzureDataExplorerManagement.UKSouth","@{changeNumber=2; region=uksouth; regionId=27; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UKSouth2","AzureDataExplorerManagement.UKSouth2","@{changeNumber=2; region=uksouth2; regionId=30; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.UKWest","AzureDataExplorerManagement.UKWest","@{changeNumber=2; region=ukwest; regionId=28; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.WestCentralUS","AzureDataExplorerManagement.WestCentralUS","@{changeNumber=2; region=westcentralus; regionId=36; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.WestEurope","AzureDataExplorerManagement.WestEurope","@{changeNumber=2; region=westeurope; regionId=18; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.WestIndia","AzureDataExplorerManagement.WestIndia","@{changeNumber=2; region=westindia; regionId=23; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataExplorerManagement.WestUS","AzureDataExplorerManagement.WestUS","@{changeNumber=2; region=westus; regionId=37; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataExplorerManagement.WestUS2","AzureDataExplorerManagement.WestUS2","@{changeNumber=2; region=westus2; regionId=38; platform=Azure; systemService=AzureDataExplorerManagement; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataLake.AustraliaSoutheast","AzureDataLake.AustraliaSoutheast","@{changeNumber=1; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDataLake.CentralUS","AzureDataLake.CentralUS","@{changeNumber=1; region=centralus; regionId=31; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataLake.EastUS2","AzureDataLake.EastUS2","@{changeNumber=1; region=eastus2; regionId=33; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataLake.NorthEurope","AzureDataLake.NorthEurope","@{changeNumber=1; region=northeurope; regionId=17; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataLake.SoutheastAsia","AzureDataLake.SoutheastAsia","@{changeNumber=1; region=southeastasia; regionId=2; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDataLake.WestEurope","AzureDataLake.WestEurope","@{changeNumber=1; region=westeurope; regionId=18; platform=Azure; systemService=AzureDataLake; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.AustraliaEast","AzureDevSpaces.AustraliaEast","@{changeNumber=1; region=australiaeast; regionId=3; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.AustraliaSoutheast","AzureDevSpaces.AustraliaSoutheast","@{changeNumber=1; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.CanadaCentral","AzureDevSpaces.CanadaCentral","@{changeNumber=1; region=canadacentral; regionId=11; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.CanadaEast","AzureDevSpaces.CanadaEast","@{changeNumber=1; region=canadaeast; regionId=12; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.CentralUS","AzureDevSpaces.CentralUS","@{changeNumber=1; region=centralus; regionId=31; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.EastAsia","AzureDevSpaces.EastAsia","@{changeNumber=1; region=eastasia; regionId=1; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.EastUS","AzureDevSpaces.EastUS","@{changeNumber=1; region=eastus; regionId=32; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.EastUS2","AzureDevSpaces.EastUS2","@{changeNumber=1; region=eastus2; regionId=33; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.EastUS2EUAP","AzureDevSpaces.EastUS2EUAP","@{changeNumber=1; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.JapanEast","AzureDevSpaces.JapanEast","@{changeNumber=1; region=japaneast; regionId=24; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.NorthEurope","AzureDevSpaces.NorthEurope","@{changeNumber=1; region=northeurope; regionId=17; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.SouthCentralUS","AzureDevSpaces.SouthCentralUS","@{changeNumber=1; region=southcentralus; regionId=35; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.SoutheastAsia","AzureDevSpaces.SoutheastAsia","@{changeNumber=1; region=southeastasia; regionId=2; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.UKSouth","AzureDevSpaces.UKSouth","@{changeNumber=1; region=uksouth; regionId=27; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.WestCentralUS","AzureDevSpaces.WestCentralUS","@{changeNumber=1; region=westcentralus; regionId=36; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.WestEurope","AzureDevSpaces.WestEurope","@{changeNumber=1; region=westeurope; regionId=18; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureDevSpaces.WestUS","AzureDevSpaces.WestUS","@{changeNumber=1; region=westus; regionId=37; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureDevSpaces.WestUS2","AzureDevSpaces.WestUS2","@{changeNumber=1; region=westus2; regionId=38; platform=Azure; systemService=AzureDevSpaces; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureEventGrid.AustraliaCentral","AzureEventGrid.AustraliaCentral","@{changeNumber=2; region=australiacentral; regionId=58; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.AustraliaCentral2","AzureEventGrid.AustraliaCentral2","@{changeNumber=2; region=australiacentral2; regionId=59; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.AustraliaEast","AzureEventGrid.AustraliaEast","@{changeNumber=2; region=australiaeast; regionId=3; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.AustraliaSoutheast","AzureEventGrid.AustraliaSoutheast","@{changeNumber=2; region=australiasoutheast; regionId=4; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.BrazilSouth","AzureEventGrid.BrazilSouth","@{changeNumber=2; region=brazilsouth; regionId=9; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.BrazilSoutheast","AzureEventGrid.BrazilSoutheast","@{changeNumber=2; region=brazilse; regionId=77; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.CanadaCentral","AzureEventGrid.CanadaCentral","@{changeNumber=2; region=canadacentral; regionId=11; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureEventGrid.CanadaEast","AzureEventGrid.CanadaEast","@{changeNumber=2; region=canadaeast; regionId=12; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.CentralIndia","AzureEventGrid.CentralIndia","@{changeNumber=2; region=centralindia; regionId=21; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.CentralUS","AzureEventGrid.CentralUS","@{changeNumber=2; region=centralus; regionId=31; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.CentralUSEUAP","AzureEventGrid.CentralUSEUAP","@{changeNumber=2; region=centraluseuap; regionId=48; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.EastAsia","AzureEventGrid.EastAsia","@{changeNumber=2; region=eastasia; regionId=1; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.EastUS","AzureEventGrid.EastUS","@{changeNumber=2; region=eastus; regionId=32; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.EastUS2","AzureEventGrid.EastUS2","@{changeNumber=2; region=eastus2; regionId=33; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=System.Object[]}"
"AzureEventGrid.EastUS2EUAP","AzureEventGrid.EastUS2EUAP","@{changeNumber=2; region=eastus2euap; regionId=49; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.FranceCentral","AzureEventGrid.FranceCentral","@{changeNumber=2; region=centralfrance; regionId=19; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.FranceSouth","AzureEventGrid.FranceSouth","@{changeNumber=2; region=southfrance; regionId=20; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.GermanyNorth","AzureEventGrid.GermanyNorth","@{changeNumber=2; region=germanyn; regionId=72; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.GermanyWestCentral","AzureEventGrid.GermanyWestCentral","@{changeNumber=2; region=germanywc; regionId=71; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.JapanEast","AzureEventGrid.JapanEast","@{changeNumber=2; region=japaneast; regionId=24; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.JapanWest","AzureEventGrid.JapanWest","@{changeNumber=2; region=japanwest; regionId=25; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.KoreaCentral","AzureEventGrid.KoreaCentral","@{changeNumber=2; region=koreacentral; regionId=26; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.KoreaSouth","AzureEventGrid.KoreaSouth","@{changeNumber=1; region=koreasouth; regionId=50; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.NorthCentralUS","AzureEventGrid.NorthCentralUS","@{changeNumber=2; region=northcentralus; regionId=34; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
"AzureEventGrid.NorthEurope","AzureEventGrid.NorthEurope","@{changeNumber=2; region=northeurope; regionId=17; platform=Azure; systemService=AzureEventGrid; addressPrefixes=System.Object[]; networkFeatures=}"
